ID	parentID	scientificName	kingdom	phylum	class	order	family	genus	rank	status
999		Siphonaptera	Animalia	Arthropoda	Insecta	Siphonaptera			order	accepted
1000		Anoplura	Animalia	Arthropoda	Insecta	Anoplura			order	accepted
1001		Achipteria	Animalia	Arthropoda	Acari	Oribatida	Achipteriidae	Achipteria	genus	accepted
1002		Ceratozetella thienemanni	Animalia	Arthropoda	Acari	Oribatida	Ceratozetidae	Ceratozetella	species	accepted
1003		Eulaelaps stabularis	Animalia	Arthropoda	Acari	Gamasina	Dermanyssidae	Eulaelaps	species	accepted
1004		Halolaelaps sculpturatus	Animalia	Arthropoda	Acari	Gamasina	Ascidae	Halolaelaps	species	accepted
1005		Halolaelaps	Animalia	Arthropoda	Acari	Gamasina	Ascidae	Halolaelaps	genus	accepted
1006		Hypoaspis nolli	Animalia	Arthropoda	Acari	Gamasina	Dermanyssidae	Hypoaspis	species	accepted
1007		Macrocheles subbadius	Animalia	Arthropoda	Acari	Gamasina	Macrochelidae	Macrocheles	species	accepted
1008		Metabelba sphagni	Animalia	Arthropoda	Acari	Oribatida	Belbidae	Metabelba	species	accepted
1009		Ophidiotrichus tectus	Animalia	Arthropoda	Acari	Oribatida	Oribatellidae	Ophidiotrichus	species	accepted
1010		Oppiella uliginosa	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Oppiella	species	accepted
1011		Oppiella	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Oppiella	genus	accepted
1012		Phauloppia saxicola	Animalia	Arthropoda	Acari	Oribatida	Oribatulidae	Phauloppia	species	accepted
1013		Cancer pagurus	Animalia	Arthropoda	Crustacea	Decapoda	Cancridae	Cancer	species	accepted
1014		Carcinus maenas	Animalia	Arthropoda	Crustacea	Decapoda	Portunidae	Carcinus	species	accepted
1015		Eupagurus bernhardus	Animalia	Arthropoda	Crustacea	Decapoda	Paguridae	Eupagurus	species	accepted
1016		Homarus gammarus	Animalia	Arthropoda	Crustacea	Decapoda	Homaridae	Homarus	species	accepted
1017		Arianta arbustorum	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Arianta	species	accepted
1018		Arachnida	Animalia	Arthropoda	Arachnida				class	accepted
1019		Araneae	Animalia	Arthropoda	Arachnida	Araneae			order	accepted
1020		Coleoptera	Animalia	Arthropoda	Insecta	Coleoptera			order	accepted
1021		Damalinia ovis	Animalia	Arthropoda	Insecta	Mallophaga	Trichodectidae	Damalinia	species	accepted
1022		Damalinia	Animalia	Arthropoda	Insecta	Mallophaga	Trichodectidae	Damalinia	genus	accepted
1023		Diptera	Animalia	Arthropoda	Insecta	Diptera			order	accepted
1024		Pulicidae	Animalia	Arthropoda	Insecta	Siphonaptera	Pulicidae		family	accepted
1025		Balanus improvisus	Animalia	Arthropoda	Crustacea	Thoracica	Balanidae	Balanus	species	accepted
1026		Cetopirus complanatus	Animalia	Arthropoda	Crustacea	Thoracica	Lepadidae	Cetopirus	species	accepted
1029		Pluvialis squatarola	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	species	accepted
1030		Sylvia	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Sylvia	genus	accepted
1034		Gasterosteidae	Animalia	Chordata	Osteichthyes	Gasterosteiformes	Gasterosteidae		family	accepted
1036		Mercuria confusa	Animalia	Mollusca	Gastropoda	Neotaenioglossa	Hydrobiidae	Mercuria	species	accepted
1037		Musculium lacustre	Animalia	Mollusca	Gastropoda	Veneroida	Sphaeriidae	Musculium	species	accepted
1038		Pseudotrichia rubiginosa	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Pseudotrichia	species	accepted
1040		Stercorarius parasiticus	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	species	accepted
1041		Larus canus	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	species	accepted
1042		Larus hyperboreus	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	species	accepted
1044		Tellinidae	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae		family	accepted
1046		Ophiura	Animalia	Echinodermata	Echinodermata	Ophiurida	Ophiuridae	Ophiura	genus	accepted
1047		Ctenocephalides canis	Animalia	Arthropoda	Insecta	Siphonaptera	Pulicidae	Ctenocephalides	species	accepted
1048		Ctenocephalides felis	Animalia	Arthropoda	Insecta	Siphonaptera	Pulicidae	Ctenocephalides	species	accepted
1052		Ardea purpurea	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ardea	species	accepted
1053		Porzana parva	Animalia	Chordata	Aves	Galliformes	Phasianidae	Porzana	species	accepted
1054		Orcinus orca	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Orcinus	species	accepted
1055		Columba oenas	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	species	accepted
1056		Streptopelia turtur	Animalia	Chordata	Aves	Columbiformes	Columbidae	Streptopelia	species	accepted
1057		Hippopotamus	Animalia	Chordata	Mammalia	Artiodactyla	Hippopotamidae	Hippopotamus	genus	accepted
1060		Cypraea tigris	Animalia	Mollusca	Gastropoda	Mesogastropoda	Cypraeidae	Cypraea	species	accepted
1062		Milvus	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Milvus	genus	accepted
1063		Turdus iliacus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	species	accepted
1065		Hyperoodon ampullatus	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	species	accepted
1066		Delichon urbica	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Delichon	species	accepted
1067		Cavia porcellus	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	species	accepted
1068		Podiceps nigricollis	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	species	accepted
1070		Rutilus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Rutilus	genus	accepted
1071		Abramis	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Abramis	genus	accepted
1072		Accipitriformes	Animalia	Chordata	Aves	Accipitriformes			order	accepted
1074		Acidota	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Acidota	genus	accepted
1075		Acipenser oxyrinchus	Animalia	Chordata	Actinopterygii	Acipenseriformes	Acipenseridae	Acipenser	species	accepted
1076		Acritus nigricornis	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Acritus	species	accepted
1077		Acrotrichis	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae	Acrotrichis	genus	accepted
1078		Actidium boudieri	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae	Actidium	species	accepted
1079		Actinedida	Animalia	Arthropoda	Arachnida	Prostigmata			order	accepted
1080		Acupalpus brunnipes	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Acupalpus	species	accepted
1081		Agabus	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Agabus	genus	accepted
1082		Agonum thoreyi	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	species	accepted
1083		Agriolimacidae	Animalia	Mollusca	Gastropoda	Pulmonata	Agriolimacidae		family	accepted
1084		Agriotes lineatus	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Agriotes	species	accepted
1085		Aleochara	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleochara	genus	accepted
1086		Aleocharinae	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae		subfamily	accepted
1087		Alosa	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	genus	accepted
1088		Amara	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	genus	accepted
1089		Amara aenea	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	species	accepted
1090		Amara anthobia	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	species	accepted
1091		Amara bifrons	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	species	accepted
1092		Amara lunicollis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	species	accepted
1093		Amara plebeja	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	species	accepted
1094		Amara similata	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	species	accepted
1095		Anacaena	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Anacaena	genus	accepted
1096		Anachipteria latitecta	Animalia	Arthropoda	Arachnida	Sarcoptiformes	Achipteriidae	Anachipteria	species	accepted
1097		Anisodactylus binotatus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	species	accepted
1099		Anobiidae	Animalia	Arthropoda	Insecta	Coleoptera	Anobiidae		family	accepted
1100		Anobium punctatum	Animalia	Arthropoda	Insecta	Coleoptera	Anobiidae	Anobium	species	accepted
1102		Anotylus nitidulus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Anotylus	species	accepted
1103		Anotylus rugosus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Anotylus	species	accepted
1104		Anthicidae	Animalia	Arthropoda	Insecta	Coleoptera	Anthicidae		family	accepted
1105		Anthicus antherinus	Animalia	Arthropoda	Insecta	Coleoptera	Anthicidae	Anthicus	species	accepted
1106		Anthicus gracilis	Animalia	Arthropoda	Insecta	Coleoptera	Anthicidae	Anthicus	species	accepted
1107		Anthribidae	Animalia	Arthropoda	Insecta	Coleoptera	Anthribidae		family	accepted
1108		Aphodius	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Aphodius	genus	accepted
1109		Aphodius fimetarius	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Aphodius	species	accepted
1110		Aphodius plagiatus	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Aphodius	species	accepted
1111		Apion	Animalia	Arthropoda	Insecta	Coleoptera	Brentidae	Apion	genus	accepted
1112		Apion curtirostre	Animalia	Arthropoda	Insecta	Coleoptera	Brentidae	Apion	species	accepted
1113		Apionidae	Animalia	Arthropoda	Insecta	Coleoptera	Apionidae		family	accepted
1114		Apis mellifica	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	species	accepted
1115		Apocrita	Animalia	Arthropoda	Insecta	Hymenoptera			suborder	accepted
1116		Agonum fuliginosum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	species	accepted
1117		Agonum muelleri	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	species	accepted
1118		Agonum ruficorne	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	species	accepted
1119		Aquila chrysaetos	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	species	accepted
1120		Arcella	Protozoa		Lobosa	Arcellinida	Arcellidae	Arcella	genus	accepted
1122		Ascarididae	Animalia	Nematoda	Secernentea	Ascaridida	Ascarididae		family	accepted
1123		Ascaris	Animalia	Nematoda	Secernentea	Ascaridida	Ascarididae	Ascaris	genus	accepted
1124		Ascaris lumbricoides	Animalia	Nematoda	Secernentea	Ascaridida	Ascarididae	Ascaris	species	accepted
1125		Astenus immaculatus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Astenus	species	accepted
1126		Astigmata	Animalia	Arthropoda	Arachnida	Astigmata			cohort	accepted
1127		Atomaria	Animalia	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Atomaria	genus	accepted
1128		Atomaria gutta	Animalia	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Atomaria	species	accepted
1129		Atomaria ruficornis	Animalia	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Atomaria	species	accepted
1130		Attagenus pellio	Animalia	Arthropoda	Insecta	Coleoptera	Dermestidae	Attagenus	species	accepted
1131		Bagous lutulosus	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Bagous	species	accepted
1132		Bembidion varium	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	species	accepted
1133		Bembidion	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	genus	accepted
1134		Bembidion assimile	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	species	accepted
1135		Bembidion fumigatum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	species	accepted
1136		Bembidion minimum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	species	accepted
1137		Bembidion properans	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	species	accepted
1138		Bembidion tenellum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	species	accepted
1139		Bembidion tetracolum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	species	accepted
1140		Bibionidae	Animalia	Arthropoda	Insecta	Diptera	Bibionidae		family	accepted
1141		Bibloplectus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Bibloplectus	genus	accepted
1142		Bison	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	genus	accepted
1144		Bledius germanicus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Bledius	species	accepted
1145		Bledius spectabilis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Bledius	species	accepted
1146		Bolinus brandaris	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Bolinus	species	accepted
1147		Bos	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	genus	accepted
1148		Bothriophorus atomus	Animalia	Arthropoda	Insecta	Coleoptera	Limnichidae	Bothriophorus	species	accepted
1149		Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae		family	accepted
1150		Brachycera	Animalia	Arthropoda	Insecta	Diptera			suborder	accepted
1152		Brachygluta	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Brachygluta	genus	accepted
1153		Brachytarsus nebulosus	Animalia	Arthropoda	Insecta	Coleoptera	Anthribidae	Brachytarsus	species	accepted
1154		Brachyura	Animalia	Arthropoda	Malacostraca	Decapoda			infraorder	accepted
1155		Bradycellus ruficollis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bradycellus	species	accepted
1156		Bradycellus verbasci	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bradycellus	species	accepted
1157		Bryaxis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Bryaxis	genus	accepted
1158		Bryaxis bulbifer	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Bryaxis	species	accepted
1159		Bryaxis puncticollis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Bryaxis	species	accepted
1160		Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae		family	accepted
1161		Byrrhidae	Animalia	Arthropoda	Insecta	Coleoptera	Byrrhidae		family	accepted
1164		Bythinus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Bythinus	genus	accepted
1165		Calidris minuta	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	species	accepted
1166		Calidris temminckii	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	species	accepted
1167		Canis	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	genus	accepted
1168		Carabidae	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae		family	accepted
1169		Carabus nemoralis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus	species	accepted
1170		Carabus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus	genus	accepted
1171		Carabus auratus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus	species	accepted
1172		Carabus granulatus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus	species	accepted
1176		Carpelimus bilineatus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Carpelimus	species	accepted
1177		Carpelimus corticinus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Carpelimus	species	accepted
1178		Carpelimus elongatulus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Carpelimus	species	accepted
1179		Carpelimus foveolatus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Carpelimus	species	accepted
1180		Carpelimus gracilis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Carpelimus	species	accepted
1181		Carpelimus halophilus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Carpelimus	species	accepted
1182		Carpelimus pusillus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Carpelimus	species	accepted
1183		Carpelimus schneideri	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Carpelimus	species	accepted
1184		Carpelimus subtilis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Carpelimus	species	accepted
1185		Cartodere constricta	Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae	Cartodere	species	accepted
1186		Cassida	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida	genus	accepted
1189		Cercyon	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	genus	accepted
1190		Cercyon analis	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	species	accepted
1191		Cercyon convexiusculus	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	species	accepted
1192		Cercyon granarius	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	species	accepted
1193		Cercyon marinus	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	species	accepted
1194		Cercyon sternalis	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	species	accepted
1195		Cercyon terminatus	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	species	accepted
1196		Cercyon tristis	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	species	accepted
1197		Chaetarthria seminulum	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Chaetarthria	species	accepted
1198		Chaetocnema	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema	genus	accepted
1199		Chaetocnema concinna	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema	species	accepted
1200		Chrysomelidae	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae		family	accepted
1201		Cicadellidae	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae		family	accepted
1202		Cladocera	Animalia	Arthropoda	Branchiopoda	Cladocera			order	accepted
1203		Clambidae	Animalia	Arthropoda	Insecta	Coleoptera	Clambidae		family	accepted
1204		Clambus minutus	Animalia	Arthropoda	Insecta	Coleoptera	Clambidae	Clambus	species	accepted
1205		Clambus pubescens	Animalia	Arthropoda	Insecta	Coleoptera	Clambidae	Clambus	species	accepted
1206		Cliona celata	Animalia	Porifera	Demospongiae	Hadromerida	Clionidae	Cliona	species	accepted
1207		Clivina	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Clivina	genus	accepted
1208		Clivina collaris	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Clivina	species	accepted
1209		Clivina fossor	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Clivina	species	accepted
1210		Clupea	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Clupea	genus	accepted
1211		Coccidula rufa	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccidula	species	accepted
1212		Coccinellidae	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae		family	accepted
1213		Coelostoma orbiculare	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Coelostoma	species	accepted
1214		Coleophora	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	genus	accepted
1215		Collembola	Animalia	Arthropoda	Entognatha	Collembola			order	accepted
1216		Circus cyaneus	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	species	accepted
1217		Conopeum reticulum	Animalia	Ectoprocta	Gymnolaemata	Cheilostomatida	Electridae	Conopeum	species	accepted
1218		Conus mediterraneus	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	species	accepted
1220		Corticariinae	Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae		subfamily	accepted
1221		Corvus cornix	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	species	accepted
1222		Corylophidae	Animalia	Arthropoda	Insecta	Coleoptera	Corylophidae		family	accepted
1223		Corylophus cassidoides	Animalia	Arthropoda	Insecta	Coleoptera	Corylophidae	Corylophus	species	accepted
1225		Crassostrea gigas	Animalia	Mollusca	Bivalvia	Pterioida	Ostreidae	Crassostrea	species	accepted
1226		Creophilus maxillosus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Creophilus	species	accepted
1227		Protophormia terraenovae	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Protophormia	species	accepted
1228		Cryptophagidae	Animalia	Arthropoda	Insecta	Coleoptera	Cryptophagidae		family	accepted
1229		Cryptophagus	Animalia	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Cryptophagus	genus	accepted
1231		Curculionidae	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		family	accepted
1233		Cyclorrhapha	Animalia	Arthropoda	Insecta	Diptera	Cyclorrapha		unranked	accepted
1234		Cymbiodyta marginella	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Cymbiodyta	species	accepted
1235		Cyphon	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Cyphon	genus	accepted
1236		Cypraea moneta	Animalia	Mollusca	Gastropoda	Neotaenioglossa	Cypraeidae	Cypraea	species	accepted
1237		Daphnia	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	genus	accepted
1238		Diphyllobothrium latum	Animalia	Platyhelminthes	Cestoda	Pseudophyllidea	Diphyllobothriidae	Diphyllobothrium	species	accepted
1239		Diplopoda	Animalia	Arthropoda	Diplopoda				class	accepted
1240		Dromius linearis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	species	accepted
1241		Dromius longiceps	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	species	accepted
1242		Drusilla canaliculata	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Drusilla	species	accepted
1243		Dyschirius	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	genus	accepted
1244		Dyschirius globosus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	species	accepted
1245		Dyschirius luedersi	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	species	accepted
1246		Dytiscidae	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae		family	accepted
1247		Echinocyamus pusillus	Animalia	Echinodermata	Echinoidea	Clypeasteroida	Fibulariidae	Echinocyamus	species	accepted
1248		Elasmobranchii	Animalia	Chordata	Chondrichthyes				subclass	accepted
1249		Elateridae	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae		family	accepted
1250		Electra pilosa	Animalia	Ectoprocta	Gymnolaemata	Cheilostomatida	Electridae	Electra	species	accepted
1251		Emberiza schoeniclus	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	species	accepted
1252		Emys	Animalia	Chordata	Reptilia	Chelonii	Emydidae	Emys	genus	accepted
1253		Enicmus histrio	Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae	Enicmus	species	accepted
1254		Enicmus transversus	Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae	Enicmus	species	accepted
1255		Enochrus	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	genus	accepted
1256		Enoicyla pusilla	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Enoicyla	species	accepted
1257		Epitrix pubescens	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Epitrix	species	accepted
1258		Eporibatula rauschenensis	Animalia	Arthropoda	Arachnida	Oribatida	Eremaeidae	Eporibatula	species	accepted
1259		Equus ferus	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	species	accepted
1260		Equus ferus caballus	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	subspecies	accepted
1261		Eremaeus oblongus	Animalia	Arthropoda	Arachnida	Oribatida	Eremaeidae	Eremaeus	species	accepted
1262		Erichsonius cinerascens	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Erichsonius	species	accepted
1263		Euaesthetus bipunctatus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Euaesthetus	species	accepted
1264		Euaesthetus laeviusculus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Euaesthetus	species	accepted
1265		Euconnus	Animalia	Arthropoda	Insecta	Coleoptera	Scydmaenidae	Euconnus	genus	accepted
1268		Euthia	Animalia	Arthropoda	Insecta	Coleoptera	Scydmaenidae	Euthia	genus	accepted
1269		Euthia scydmaenoides	Animalia	Arthropoda	Insecta	Coleoptera	Scydmaenidae	Euthia	species	accepted
1270		Eutrigla	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Eutrigla	genus	accepted
1271		Falagria sulcatula	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Falagria	species	accepted
1272		Falconiformes	Animalia	Chordata	Aves	Falconiformes			order	accepted
1273		Formicidae	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae		family	accepted
1274		Gabrius pennatus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Gabrius	species	accepted
1276		Gamasida	Animalia	Arthropoda	Arachnida	Mesostigmata			superfamily	accepted
1277		Glycyphagidae	Animalia	Arthropoda	Arachnida	Astigmata	Glycyphagidae		family	accepted
1278		Glycyphagus destructor	Animalia	Arthropoda	Arachnida	Astigmata	Glycyphagidae	Glycyphagus	species	accepted
1279		Graptodytes	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Graptodytes	genus	accepted
1280		Gyrohypnus fracticornis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Gyrohypnus	species	accepted
1281		Haematopinus	Animalia	Arthropoda	Insecta	Phthiraptera	Haematopinidae	Haematopinus	genus	accepted
1282		Haematopinus eurysternus	Animalia	Arthropoda	Insecta	Phthiraptera	Haematopinidae	Haematopinus	species	accepted
1283		Harpalus rufipes	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	species	accepted
1284		Helophorus	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	genus	accepted
1285		Heteroceridae	Animalia	Arthropoda	Insecta	Coleoptera	Heteroceridae		family	accepted
1286		Heterocerus flexuosus	Animalia	Arthropoda	Insecta	Coleoptera	Heteroceridae	Heterocerus	species	accepted
1287		Heterocerus obsoletus	Animalia	Arthropoda	Insecta	Coleoptera	Heteroceridae	Heterocerus	species	accepted
1288		Heteroptera	Animalia	Arthropoda	Insecta	Hemiptera			suborder	accepted
1289		Hister bissexstriatus	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hister	species	accepted
1290		Hister impressus	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hister	species	accepted
1291		Hister merdarius	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hister	species	accepted
1292		Histeridae	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae		family	accepted
1293		Hydractinia echinata	Animalia	Cnidaria	Hydrozoa	Filifera	Hydractiniidae	Hydractinia	species	accepted
1294		Hydraenidae	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae		family	accepted
1296		Hydrobius fuscipes	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrobius	species	accepted
