ID	parentID	scientificName	kingdom	phylum	class	order	family	genus	rank	status
1		Equus asinus	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	species	accepted
2		Canis familiaris	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	species	accepted
3		Felis catus	Animalia	Chordata	Mammalia	Carnivora	Felidae	Felis	species	accepted
4		Sus scrofa	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Sus	species	accepted
6		Cervus elaphus	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus	species	accepted
7		Capreolus capreolus	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Capreolus	species	accepted
8		Dama dama	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Dama	species	accepted
9		Alces alces	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Alces	species	accepted
10		Rangifer tarandus	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Rangifer	species	accepted
11		Bison priscus	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	species	accepted
12		Bos primigenius	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	species	accepted
14		Ursus arctos	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	species	accepted
15		Meles meles	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Meles	species	accepted
16		Lutra lutra	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	species	accepted
17		Martes martes	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes	species	accepted
18		Martes foina	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes	species	accepted
19		Martes	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes	genus	accepted
20		Mustela erminea	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	species	accepted
21		Mustela nivalis	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	species	accepted
22		Mustelidae	Animalia	Chordata	Mammalia	Carnivora	Mustelidae		family	accepted
24		Felis silvestris	Animalia	Chordata	Mammalia	Carnivora	Felidae	Felis	species	accepted
25		Lynx lynx	Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	species	accepted
26		Vulpes vulpes	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	species	accepted
27		Canis lupus	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	species	accepted
28		Talpa europaea	Animalia	Chordata	Mammalia	Insectivora	Talpidae	Talpa	species	accepted
29		Erinaceus europaeus	Animalia	Chordata	Mammalia	Insectivora	Erinaceidae	Erinaceus	species	accepted
30		Sciurus vulgaris	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Sciurus	species	accepted
31		Castor fiber	Animalia	Chordata	Mammalia	Rodentia	Castoridae	Castor	species	accepted
32		Oryctolagus cuniculus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus	species	accepted
33		Lepus europaeus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	species	accepted
34		Leporidae	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae		family	accepted
35		Phoca vitulina	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Phoca	species	accepted
36		Pusa hispida	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Pusa	species	accepted
37		Halichoerus grypus	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	species	accepted
38		Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	species	accepted
39		Phocoena phocoena	Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena	species	accepted
40		Physeter macrocephalus	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	species	accepted
41		Balaenoptera physalus	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	species	accepted
42		Balaenoptera borealis	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	species	accepted
43		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	species	accepted
44		Eubalaena glacialis	Animalia	Chordata	Mammalia	Cetacea	Balaenidae	Eubalaena	species	accepted
45		Balaena mysticetus	Animalia	Chordata	Mammalia	Cetacea	Balaenidae	Balaena	species	accepted
46		Cetacea	Animalia	Chordata	Mammalia	Cetacea			order	accepted
47		Sorex araneus	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex	species	accepted
48		Sorex minutus	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex	species	accepted
49		Neomys fodiens	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Neomys	species	accepted
50		Crocidura leucodon	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Crocidura	species	accepted
51		Crocidura russula	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Crocidura	species	accepted
52		Eliomys quercinus	Animalia	Chordata	Mammalia	Rodentia	Gliridae	Eliomys	species	accepted
53		Muscardinus avellanarius	Animalia	Chordata	Mammalia	Rodentia	Gliridae	Muscardinus	species	accepted
54		Cricetus cricetus	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Cricetus	species	accepted
55		Clethrionomys glareolus	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Clethrionomys	species	accepted
56		Microtus agrestis	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Microtus	species	accepted
57		Microtus arvalis	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Microtus	species	accepted
58		Microtus oeconomus	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Microtus	species	accepted
59		Arvicola terrestris	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Arvicola	species	accepted
60		Pitymys subterraneus	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Pitymys	species	accepted
61		Apodemus sylvaticus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	species	accepted
62		Apodemus flavicollis	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	species	accepted
63		Micromys minutus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Micromys	species	accepted
64		Rattus rattus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	species	accepted
65		Rattus norvegicus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	species	accepted
66		Mus musculus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	species	accepted
68		Chiroptera	Animalia	Chordata	Mammalia	Chiroptera			order	accepted
69		Homo sapiens	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	species	accepted
73		Mammalia	Animalia	Chordata	Mammalia				class	accepted
75		Gallus gallus domesticus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus	subspecies	accepted
76		Pavo cristata	Animalia	Chordata	Aves	Galliformes	Phasianidae	Pavo	species	accepted
77		Meleagris gallopavo	Animalia	Chordata	Aves	Galliformes	Phasianidae	Meleagris	species	accepted
78		Anser anser domesticus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	subspecies	accepted
79		Anas platyrhynchos domesticus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	subspecies	accepted
80		Columba livia	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	species	accepted
85		Gavia stellata	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	species	accepted
86		Gavia arctica	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	species	accepted
87		Procellariidae	Animalia	Chordata	Aves	Procellariiformes	Procellariidae		family	accepted
88		Sula bassana	Animalia	Chordata	Aves	Procellariiformes	Sulidae	Sula	species	accepted
89		Pelecanus crispus	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	species	accepted
90		Phalacrocorax carbo	Animalia	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	species	accepted
91		Botaurus stellaris	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Botaurus	species	accepted
92		Egretta alba	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Egretta	species	accepted
93		Ardea cinerea	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ardea	species	accepted
94		Platalea leucorodia	Animalia	Chordata	Aves	Ciconiiformes	Threskiornithidae	Platalea	species	accepted
95		Ciconia nigra	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	species	accepted
96		Ciconia ciconia	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	species	accepted
97		Cygnus olor	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	species	accepted
98		Cygnus cygnus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	species	accepted
100		Cygnus bewickii	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	species	accepted
101		Cygnus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	genus	accepted
102		Anser fabalis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	species	accepted
103		Anser brachyrhynchus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	species	accepted
104		Anser albifrons	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	species	accepted
105		Anser anser	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	species	accepted
106		Anser	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	genus	accepted
107		Branta leucopsis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	species	accepted
108		Branta bernicla	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	species	accepted
109		Tadorna tadorna	Animalia	Chordata	Aves	Anseriformes	Anatidae	Tadorna	species	accepted
110		Anas penelope	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	species	accepted
111		Anas strepera	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	species	accepted
112		Anas crecca	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	species	accepted
113		Anas querquedula	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	species	accepted
115		Anas platyrhynchos	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	species	accepted
116		Anas acuta	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	species	accepted
117		Anas clypeata	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	species	accepted
118		Netta rufina	Animalia	Chordata	Aves	Anseriformes	Anatidae	Netta	species	accepted
119		Aythya ferina	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	species	accepted
120		Aythya marila	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	species	accepted
122		Aythya fuligula	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	species	accepted
123		Aythya	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	genus	accepted
124		Somateria mollissima	Animalia	Chordata	Aves	Anseriformes	Anatidae	Somateria	species	accepted
125		Clangula hyemalis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Clangula	species	accepted
126		Melanitta nigra	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta	species	accepted
127		Melanitta fusca	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta	species	accepted
128		Bucephala clangula	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	species	accepted
129		Mergus serrator	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	species	accepted
130		Mergus merganser	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	species	accepted
131		Anatinae	Animalia	Chordata	Aves	Anseriformes	Anatidae		subfamily	accepted
132		Haliaeetus albicilla	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Haliaeetus	species	accepted
134		Aegypius monachus	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Aegypius	species	accepted
135		Accipiter gentilis	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Accipiter	species	accepted
136		Accipiter nisus	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Accipiter	species	accepted
137		Buteo buteo	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Buteo	species	accepted
138		Accipitridae	Animalia	Chordata	Aves	Falconiformes	Accipitridae		subfamily	accepted
139		Falco tinnunculus	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	species	accepted
140		Falco subbuteo	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	species	accepted
142		Falco peregrinus	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	species	accepted
143		Falco	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	suborder	accepted
144		Lyrurus tetrix	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lyrurus	species	accepted
145		Perdix perdix	Animalia	Chordata	Aves	Galliformes	Phasianidae	Perdix	species	accepted
146		Coturnix coturnix	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	species	accepted
147		Fulica atra	Animalia	Chordata	Aves	Galliformes	Phasianidae	Fulica	species	accepted
148		Grus grus	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	species	accepted
149		Haematopus ostralegus	Animalia	Chordata	Aves	Charadriiformes	Haematopodidae	Haematopus	species	accepted
150		Charadrius hiaticula	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	species	accepted
151		Pluvialis apricarius	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	species	accepted
152		Pluvialis	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	genus	accepted
153		Vanellus vanellus	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Vanellus	species	accepted
155		Calidris alpina	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	species	accepted
156		Calidris canutus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	species	accepted
157		Calidris	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	genus	accepted
158		Philomachus pugnax	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Philomachus	species	accepted
159		Lymnocryptes minimus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Lymnocryptes	species	accepted
160		Gallinago gallinago	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Gallinago	species	accepted
161		Gallinago media	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Gallinago	species	accepted
162		Scolopax rusticola	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	species	accepted
163		Limosa limosa	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	species	accepted
164		Limosa lapponica	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	species	accepted
165		Limosa	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	genus	accepted
166		Numenius arquata	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	species	accepted
167		Tringa totanus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	species	accepted
168		Tringa	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	genus	accepted
170		Larus fuscus	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	species	accepted
171		Larus argentatus	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	species	accepted
172		Larus marinus	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	species	accepted
173		Larus	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	genus	accepted
174		Rissa tridactyla	Animalia	Chordata	Aves	Charadriiformes	Laridae	Rissa	species	accepted
175		Sterna hirundo	Animalia	Chordata	Aves	Charadriiformes	Sternidae	Sterna	species	accepted
176		Sterna	Animalia	Chordata	Aves	Charadriiformes	Sternidae	Sterna	genus	accepted
177		Uria aalge	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Uria	species	accepted
178		Pinguinus impennis	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Pinguinus	species	accepted
179		Columba palumbus	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	species	accepted
180		Columba	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	genus	accepted
181		Bubo bubo	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	species	accepted
182		Athene noctua	Animalia	Chordata	Aves	Strigiformes	Strigidae	Athene	species	accepted
183		Strix aluco	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	species	accepted
184		Asio otus	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	species	accepted
185		Asio flammeus	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	species	accepted
186		Dendrocopos major	Animalia	Chordata	Aves	Piciformes	Picidae	Dendrocopos	species	accepted
187		Turdus pilaris	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	species	accepted
188		Turdus philomelos	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	species	accepted
189		Turdus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	genus	accepted
190		Garrulus glandarius	Animalia	Chordata	Aves	Passeriformes	Corvidae	Garrulus	species	accepted
191		Pica pica	Animalia	Chordata	Aves	Passeriformes	Corvidae	Pica	species	accepted
192		Corvus monedula	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	species	accepted
193		Corvus frugilegus	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	species	accepted
194		Corvus corone	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	species	accepted
196		Corvus corax	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	species	accepted
197		Corvus	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	genus	accepted
198		Sturnus vulgaris	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	species	accepted
199		Passer domesticus	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	species	accepted
200		Fringillidae	Animalia	Chordata	Aves	Passeriformes	Fringillidae		family	accepted
201		Passeriformes	Animalia	Chordata	Aves	Passeriformes			order	accepted
202		Aves	Animalia	Chordata	Aves				class	accepted
204		Anguilla anguilla	Animalia	Chordata	Osteichthyes	Anguilliformes	Anguillidae	Anguilla	species	accepted
205		Cyprinidae	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae		family	accepted
206		Abramis brama	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Abramis	species	accepted
207		Abramis bjoerkna	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Abramis	species	accepted
209		Aspius aspius	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Aspius	species	accepted
210		Alburnus alburnus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Alburnus	species	accepted
211		Barbus barbus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Barbus	species	accepted
212		Carassius carassius	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Carassius	species	accepted
213		Ctenopharyngodon idella	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Ctenopharyngodon	species	accepted
214		Chondrostoma nasus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Chondrostoma	species	accepted
215		Cyprinus carpio	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Cyprinus	species	accepted
216		Gobio gobio	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Gobio	species	accepted
217		Leucaspius delineatus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Leucaspius	species	accepted
218		Leuciscus cephalus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Leuciscus	species	accepted
219		Leuciscus idus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Leuciscus	species	accepted
221		Leuciscus leuciscus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Leuciscus	species	accepted
222		Phoxinus phoxinus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Phoxinus	species	accepted
223		Rhodeus sericeus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Rhodeus	species	accepted
224		Rutilus rutilus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Rutilus	species	accepted
225		Rutilus erythrophthalmus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Rutilus	species	accepted
226		Tinca tinca	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Tinca	species	accepted
227		Cobitis taenia	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Cobitis	species	accepted
228		Noemacheilus barbatulus	Animalia	Chordata	Osteichthyes	Cypriniformes	Cobitididae	Noemacheilus	species	accepted
229		Silurus glanis	Animalia	Chordata	Osteichthyes	Siluriformes	Siluridae	Silurus	species	accepted
230		Esox lucius	Animalia	Chordata	Osteichthyes	Salmoniformes	Esocidae	Esox	species	accepted
231		Thymallus thymallus	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Thymallus	species	accepted
232		Lota lota	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Lota	species	accepted
233		Gasterosteus aculeatus	Animalia	Chordata	Osteichthyes	Gasterosteiformes	Gasterosteidae	Gasterosteus	species	accepted
234		Pungitius pungitius	Animalia	Chordata	Osteichthyes	Gasterosteiformes	Gasterosteidae	Pungitius	species	accepted
235		Cottus gobio	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Cottidae	Cottus	species	accepted
236		Gymnocephalus cernua	Animalia	Chordata	Osteichthyes	Perciformes	Percidae	Gymnocephalus	species	accepted
237		Perca fluviatilis	Animalia	Chordata	Osteichthyes	Perciformes	Percidae	Perca	species	accepted
238		Stizostedion lucioperca	Animalia	Chordata	Osteichthyes	Perciformes	Percidae	Stizostedion	species	accepted
239		Pomatoschistus microps	Animalia	Chordata	Osteichthyes	Perciformes	Gobiidae	Pomatoschistus	species	accepted
240		Acipenser sturio	Animalia	Chordata	Osteichthyes	Acipenseriformes	Acipenseridae	Acipenser	species	accepted
241		Alosa alosa	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Alosa	species	accepted
242		Alosa fallax	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Alosa	species	accepted
244		Osmerus eperlanus	Animalia	Chordata	Osteichthyes	Salmoniformes	Osmeridae	Osmerus	species	accepted
245		Salmonidae	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae		family	accepted
246		Coregonus lavaretus	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Coregonus	species	accepted
247		Coregonus oxyrinchus	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Coregonus	species	accepted
248		Salmo salar	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Salmo	species	accepted
249		Salmo trutta	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Salmo	species	accepted
251		Salmo gairdneri	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Salmo	species	accepted
252		Scyliorhinus canicula	Animalia	Chordata	Chondrichthyes	Selachii	Scyliorhinidae	Scyliorhinus	species	accepted
253		Triakidae	Animalia	Chordata	Chondrichthyes	Selachii	Triakidae		family	accepted
254		Galeorhinus galeus	Animalia	Chordata	Chondrichthyes	Selachii	Triakidae	Galeorhinus	species	accepted
255		Mustelus mustelus	Animalia	Chordata	Chondrichthyes	Selachii	Triakidae	Mustelus	species	accepted
256		Mustelus asterias	Animalia	Chordata	Chondrichthyes	Selachii	Triakidae	Mustelus	species	accepted
257		Squalus acanthias	Animalia	Chordata	Chondrichthyes	Selachii	Squalidae	Squalus	species	accepted
258		Squatina squatina	Animalia	Chordata	Chondrichthyes	Selachii	Squatinidae	Squatina	species	accepted
259		Rajidae	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae		family	accepted
260		Raja batis	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	species	accepted
261		Raja clavata	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	species	accepted
262		Raja montagui	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	species	accepted
263		Dasyatis pastinaca	Animalia	Chordata	Chondrichthyes	Rajiformes	Dasyatidae	Dasyatis	species	accepted
264		Conger conger	Animalia	Chordata	Osteichthyes	Anguilliformes	Congridae	Conger	species	accepted
265		Clupeidae	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae		family	accepted
266		Clupea harengus	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Clupea	species	accepted
267		Sprattus sprattus	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Sprattus	species	accepted
268		Sardina pilchardus	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Sardina	species	accepted
269		Engraulis encrasicolus	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Engraulis	species	accepted
270		Gadidae	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae		family	accepted
271		Gadus morhua	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Gadus	species	accepted
272		Merlangius merlangus	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Merlangius	species	accepted
273		Melanogrammus aeglefinus	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Melanogrammus	species	accepted
274		Pollachius pollachius	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Pollachius	species	accepted
275		Pollachius virens	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Pollachius	species	accepted
276		Trisopterus luscus	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Trisopterus	species	accepted
277		Trisopterus minutus	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Trisopterus	species	accepted
278		Ciliata mustela	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Ciliata	species	accepted
279		Molva molva	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Molva	species	accepted
280		Merluccius merluccius	Animalia	Chordata	Osteichthyes	Gadiformes	Merlucciidae	Merluccius	species	accepted
281		Lophius piscatorius	Animalia	Chordata	Osteichthyes	Batrachoidiformes	Lophiidae	Lophius	species	accepted
282		Belone belone	Animalia	Chordata	Osteichthyes	Cyprinodontiformes	Belonidae	Belone	species	accepted
283		Atherina presbyter	Animalia	Chordata	Osteichthyes	Atheriniformes	Atherinidae	Atherina	species	accepted
284		Atherina boyeri	Animalia	Chordata	Osteichthyes	Atheriniformes	Atherinidae	Atherina	species	accepted
285		Spinachia spinachia	Animalia	Chordata	Osteichthyes	Gasterosteiformes	Gasterosteidae	Spinachia	species	accepted
286		Syngnathus acus	Animalia	Chordata	Osteichthyes	Syngnathiformes	Syngnathidae	Syngnathus	species	accepted
287		Eutrigla gurnardus	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Triglidae	Eutrigla	species	accepted
288		Chelidonichthys lucerna	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Triglidae	Chelidonichthys	species	accepted
289		Trigloporus lastoviza	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Triglidae	Trigloporus	species	accepted
290		Myoxocephalus scorpius	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Cottidae	Myoxocephalus	species	accepted
291		Enophrys bubalis	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Cottidae	Enophrys	species	accepted
292		Agonus cataphractus	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Agonidae	Agonus	species	accepted
293		Cyclopterus lumpus	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Cyclopteridae	Cyclopterus	species	accepted
294		Dicentrarchus labrax	Animalia	Chordata	Osteichthyes	Perciformes	Percichtthidae	Dicentrarchus	species	accepted
295		Trachurus trachurus	Animalia	Chordata	Osteichthyes	Perciformes	Carangidae	Trachurus	species	accepted
